Order,Color,P1000.csv,P1000_NRe.csv,P0.csv,P_soil.csv,P100_NRe.csv,P_emp.csv,P10_NRe.csv,P100.csv,P10.csv,P_urea.csv,P_water.csv
Order,Color,P1000.csv,P1000_NRe.csv,P0.csv,P_soil.csv,P100_NRe.csv,P_emp.csv,P10_NRe.csv,P100.csv,P10.csv,P_urea.csv,P_water.csv
1,Black,0.6407232755171873,0.6958523739384594,1.5275252316519465,0.0,1.2096106376585989,0.0,0.8750939799154206,0.3940344628262064,0.7591546545162482,0.5773502691896258,1.5275252316519465
1,Blue,5.173190965149533,2.038907270363913,2.6457513110645907,2.0816659994661366,3.7570985445798657,1.0,3.2696293659184374,6.320184874044839,3.6974386582577625,4.041451884327376,2.6457513110645907
1,Green,6.788996699842782,2.151411496801908,1.1547005383792495,3.5118845842842448,2.036570413125726,3.21455025366432,3.17205056105743,5.635770112584862,3.561120462350072,4.04145188432738,1.1547005383792495
1,Red,9.135488101746011,2.8132340311971267,2.309401076758499,1.1547005383792495,2.762848771346946,6.658328118479401,3.6942684049239136,9.603818684946802,4.466275746930435,2.081665999466135,2.309401076758499
1,White,20.667895508781353,4.640402281411965,6.60807586719967,8.34665601703261,4.2347766568418646,4.031128874149269,4.552864090720438,23.19154197218502,9.291573243177574,2.6299556396765835,6.60807586719967
2,Black,0.5525062514530824,0.44721359549995804,0.5773502691896258,0.0,1.0699237552766379,1.0,0.6863327411532597,0.4588314677411239,0.5871429486124,1.0,0.5773502691896258
2,Blue,5.255573482654291,2.854359546562526,3.4641016151377544,3.0,3.3229663349420053,2.0,2.1055482263138376,6.118135250823443,3.4530688105692726,1.5275252316519452,3.4641016151377544
2,Green,5.763183643984085,3.087609647175843,2.5166114784235836,1.0,2.9984122782693094,3.055050463303897,2.833473385894322,6.437982529303655,2.3725402775129147,1.0,2.5166114784235836
2,Red,8.690717543941435,2.959247008470719,4.041451884327373,2.6457513110645907,3.3813212407775324,1.7320508075688772,2.9423023055326603,10.367761387612862,4.041451884327374,1.5275252316519452,4.041451884327373
2,White,20.394326942279122,2.8718668227512025,5.196152422706632,4.898979485566356,4.357806350731562,4.830458915396485,3.9448580154303445,23.963762324850087,7.439598043417334,2.872281323269006,5.196152422706632
